ID,Latitude_Degrees,Longitude_Degrees,Ocean,Realm,Ecoregion,Country_Name,State_Island_Province,City_Town,City_Town_2,City_Town_3,Year,Month,Depth,Average_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
595,-23.45480556,151.9238056,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,5,1.75,299.15,297.75,297.33,292.22,303.13,2.29,5,0.94,0.73,0,-4.042222222,2.85,14,4.12,23,4,11.26,2.55,14.3,1.39,-2.62,2.29,-8.14,2.75,-3.02,3,1.67,6,1,0,1.36,10.94,0.4
597,-23.45108333,151.9181667,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,6,10,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
599,-23.44719444,151.9118889,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,6,1.25,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
601,-23.44469444,151.9183889,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,2,30,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
603,-23.44380556,151.9133056,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,2,6.5,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
605,-23.44311111,151.9093889,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,2,15,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
607,-23.4425,151.9201111,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,2,25,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
610,-23.44161111,151.9048056,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,6,1,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
612,-23.44111111,151.9105,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,2,17.5,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
614,-23.44005556,151.9173056,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,2,10,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
616,-23.43877778,151.9138889,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,2,12.5,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
619,-23.43488889,151.911,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,6,1,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
620,-23.43455556,151.9223611,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,11,4,2,299.35,297.98,297.35,292.83,302.86,2.22,8,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,9.31,2.65,17.68,1.33,-2.29,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
622,-23.43430556,151.9333889,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,7,4.25,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
624,-23.434,151.9176944,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,6,1,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
626,-23.43366667,151.9249444,Pacific,Central Indo-Pacific,Southern Great Barrier Reef,Australia,Queensland,Heron Island,Heron Reef,nd,2017,10,6,3.5,299.08,297.61,297.35,292.83,302.86,2.22,5,0.82,0.72,0,-4.33,2.9,15,3.98,19,3,11.11,2.65,17.68,1.33,-2.66,2.22,-7.44,2.58,-2.91,1,1.99,7,1,0,1.53,12.13,0.44
