ID,Latitude_Degrees,Longitude_Degrees,Ocean,Realm,Country_Name,State_Island_Province,City_Town,Date,Date2,Depth,Average_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean
388,-16.42083333,145.9956944,Pacific,Central Indo-Pacific,Australia,Queensland,Norman Reef,4/17/2016,20160417,5,60,298.34,301.16,299.63,294.73,305.7,1.97,7,0.92,0.85,0,-3.64,4.17,9,6.11,32,5,13.12,3.17,20.23,1.97,-0.99,1.97,-7.41,3.54,-2.51,4,1.46,6,1,4.95,1.25,7.36,0.46
389,-16.42083333,145.9956944,Pacific,Central Indo-Pacific,Australia,Queensland,Norman Reef,4/02/2017,20170402,5,77.5,298.9,302.14,299.63,294.73,305.7,1.97,9,1.25,0.85,0,-3.64,4.17,29,6.11,32,5,8.92,3.17,20.23,1.97,-0.01,1.97,-7.41,3.54,-2.51,4,1.46,6,1,7.03,1.25,7.36,0.46
396,-16.37716667,145.558,Pacific,Central Indo-Pacific,Australia,Queensland,Low Isles,5/01/2017,20170501,4,65,296.86,299.28,299.51,294.01,305.39,2.44,6,-0.12,0.88,0,-3.042222222,3.45,23,5.27,24,6,7.25,2.98,17.76,2.25,-3.24,2.44,-8.51,2.86,-3,3,1.5,7,1,2.46,1.2,7.33,0.45
397,-16.37716667,145.558,Pacific,Central Indo-Pacific,Australia,Queensland,Low Isles,5/01/2017,20170501,4,35,296.86,299.28,299.51,294.01,305.39,2.44,6,-0.12,0.88,0,-3.042222222,3.45,23,5.27,24,6,7.25,2.98,17.76,2.25,-3.24,2.44,-8.51,2.86,-3,3,1.5,7,1,2.46,1.2,7.33,0.45
402,-16.25,145.8333333,Pacific,Central Indo-Pacific,Australia,Queensland,Opal Reef,4/30/2016,20160430,7,52.5,297.55,301.07,299.58,294.69,306.54,2.11,5,1.6,0.87,0,-3.305555556,4.98,8,5.78,30,6,15.02,3.39,19.78,2.19,-1.19,2.11,-7.57,4.26,-2.68,5,1.52,8,1,7.53,1.37,10.85,0.53
404,-16.24194444,145.8619444,Pacific,Central Indo-Pacific,Australia,Queensland,Opal Reef,4/30/2017,20170430,5,42.75,297.67,299.17,299.6,294.11,306.36,2.07,7,-0.43,0.88,0,-3.622222222,4.82,23,5.63,26,6,7.43,3.31,18.81,2.17,-3.09,2.07,-8.14,4.09,-2.65,3,1.53,6,1,2.46,1.44,10.14,0.56
406,-16.24166667,145.864,Pacific,Central Indo-Pacific,Australia,Queensland,Opal Reef,4/30/2016,20160430,7,56.25,297.67,300.33,299.6,294.11,306.36,2.07,5,0.82,0.88,0,-3.622222222,4.82,8,5.63,26,6,13.9,3.31,18.81,2.17,-1.93,2.07,-8.14,4.09,-2.65,5,1.53,6,1,7.19,1.44,10.14,0.56
407,-16.24166667,145.864,Pacific,Central Indo-Pacific,Australia,Queensland,Opal Reef,4/30/2017,20170430,5,31,297.67,299.17,299.6,294.11,306.36,2.07,7,-0.43,0.88,0,-3.622222222,4.82,23,5.63,26,6,7.43,3.31,18.81,2.17,-3.09,2.07,-8.14,4.09,-2.65,3,1.53,6,1,2.46,1.44,10.14,0.56
410,-16.23086111,145.8675556,Pacific,Central Indo-Pacific,Australia,Queensland,Opal Reef,4/30/2017,20170430,4,35.25,297.67,299.17,299.6,294.11,306.36,2.07,7,-0.43,0.88,0,-3.622222222,4.82,23,5.63,26,6,7.43,3.31,18.81,2.17,-3.09,2.07,-8.14,4.09,-2.65,3,1.53,6,1,2.46,1.44,10.14,0.56
417,-16,145.9666667,Pacific,Central Indo-Pacific,Australia,Queensland,nd,10/30/2016,20161030,4,1.5,301.47,299.5,299.73,294.54,305.86,1.9,7,-0.2,0.87,0,-3.146666667,4.42,25,6.32,29,5,6.41,3.28,16.8,2.01,-2.64,1.9,-7.59,3.72,-2.4,5,1.55,5,1,0,1.37,8.44,0.51
460,-13.31711111,48.15416667,Indian,Western Indo-Pacific,Madagascar,Antsiranana Province,Nosy Be,12/09/2007,20071209,11.5,0,302.29,300.96,301.31,297.33,305.48,1.54,2,-0.95,0.69,0,-2.86875,3.12,3,3.29,16,3,0,1.87,10.68,1.1,-2.06,1.54,-5.69,2.46,-1.7,0,1.46,6,1,0,0.92,6.44,0.31
485,-12.13647222,96.922,Indian,Central Indo-Pacific,Australia,Cocos (Keeling) Islands,Home Island,2/09/2007,20070209,10,0,301.45,301.86,300.35,296.55,305.44,1.11,7,0.57,0.81,0,-3.046666667,4.06,0,5.09,21,5,0,2.91,21.37,1.73,0.41,1.11,-4.9,3.99,-1.09,0,2.48,10,1,0,1.78,18.64,0.56
497,-28.16252778,153.5311111,Pacific,Temperate Australasia,Australia,Queensland,Gold Coast,4/19/2016,20160419,4,0,295.64,298.19,296.26,291.42,301.77,2.2,3,0.38,0.76,0,-2.788333333,2.98,15,4.22,18,4,9.42,2.18,12.48,1.49,-0.99,2.2,-7.75,2.58,-2.91,3,1.35,6,1,4.05,1.07,8.01,0.34
501,-27.93972222,153.4208333,Pacific,Temperate Australasia,Australia,Queensland,Gold Coast,2/05/2017,20170205,3,0,296.06,299.08,296.01,291.39,301.63,2.18,7,2.99,2.18,0,-3.851666667,5.54,17,3.63,27,19,6.76,12.31,44.35,10.61,2.97,2.18,-4.71,5.51,-0.09,16,3.44,24,18,6.5,12.02,43.76,10.09
502,-27.93972222,153.4208333,Pacific,Temperate Australasia,Australia,Queensland,Gold Coast,12/09/2017,20171209,2,0,296.06,298.1,296.01,291.39,301.63,2.18,6,2.13,2.18,0,-3.851666667,5.54,14,3.63,27,19,1.54,12.31,44.35,10.61,1.99,2.18,-4.71,5.51,-0.09,13,3.44,24,18,1.39,12.02,43.76,10.09
503,-27.93688889,153.4256111,Pacific,Temperate Australasia,Australia,Queensland,Gold Coast,2/05/2017,20170205,4,0,296.06,299.08,296.01,291.39,301.63,2.18,7,2.99,2.18,0,-3.851666667,5.54,17,3.63,27,19,6.76,12.31,44.35,10.61,2.97,2.18,-4.71,5.51,-0.09,16,3.44,24,18,6.5,12.02,43.76,10.09
504,-27.93688889,153.4256111,Pacific,Temperate Australasia,Australia,Queensland,Gold Coast,12/09/2017,20171209,9,0,296.06,298.1,296.01,291.39,301.63,2.18,6,2.13,2.18,0,-3.851666667,5.54,14,3.63,27,19,1.54,12.31,44.35,10.61,1.99,2.18,-4.71,5.51,-0.09,13,3.44,24,18,1.39,12.02,43.76,10.09
507,-27.56888889,153.3519444,Pacific,Temperate Australasia,Australia,Queensland,MacLeay Island,2/14/2016,20160214,1,0.25,297.8,297.46,295.98,290.85,304.01,2.67,7,-1.86,1.09,0,-3.393333333,4.61,21,7.21,30,8,0,5.86,36.68,3.57,-1.93,2.67,-8.53,4.61,-3.39,0,2.58,10,2,0,2.51,17.89,0.86
508,-27.56888889,153.3519444,Pacific,Temperate Australasia,Australia,Queensland,MacLeay Island,3/11/2017,20170311,2,25,296.09,297.01,295.98,290.85,304.01,2.67,6,-1.67,1.09,0,-3.393333333,4.61,23,7.21,30,8,0,5.86,36.68,3.57,-2.38,2.67,-8.53,4.61,-3.39,0,2.58,10,2,0,2.51,17.89,0.86
509,-27.56888889,153.3519444,Pacific,Temperate Australasia,Australia,Queensland,MacLeay Island,11/17/2017,20171117,2,2,299.04,297.04,295.98,290.85,304.01,2.67,7,-0.13,1.09,0,-3.393333333,4.61,11,7.21,30,8,5.37,5.86,36.68,3.57,-2.35,2.67,-8.53,4.61,-3.39,0,2.58,10,2,0,2.51,17.89,0.86
515,-27.51769444,153.3846111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/19/2016,20161119,1,6.25,299.42,296.56,296.1,290.84,304.48,2.77,6,-0.85,1.06,0,-3.098333333,4.77,21,6.84,32,7,2.11,6.2,43.1,3.34,-3.16,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
516,-27.51769444,153.3846111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/17/2017,20171117,3,3,299.42,297.04,296.1,290.84,304.48,2.77,7,-0.26,1.06,0,-3.098333333,4.77,8,6.84,32,7,6.07,6.2,43.1,3.34,-2.68,2.77,-8.88,4.75,-3.61,3,2.45,9,1,0,2.27,16.09,0.76
517,-27.51655556,153.3828611,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,4/28/2016,20160428,1,35.75,293.47,297.33,296.1,290.84,304.48,2.77,3,1.32,1.06,0,-3.098333333,4.77,22,6.84,32,7,3.33,6.2,43.1,3.34,-2.38,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
518,-27.51655556,153.3828611,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/21/2016,20161121,1,10,299.42,296.56,296.1,290.84,304.48,2.77,6,-0.85,1.06,0,-3.098333333,4.77,21,6.84,32,7,2.11,6.2,43.1,3.34,-3.16,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
519,-27.51655556,153.3828611,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/27/2017,20171127,1,11.25,299.57,297.32,296.1,290.84,304.48,2.77,6,-0.37,1.06,0,-3.098333333,4.77,8,6.84,32,7,6.07,6.2,43.1,3.34,-2.39,2.77,-8.88,4.75,-3.61,3,2.45,9,1,0,2.27,16.09,0.76
521,-27.50219444,153.3706944,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/20/2016,20161120,2,4.25,299.42,296.56,296.1,290.84,304.48,2.77,6,-0.85,1.06,0,-3.098333333,4.77,21,6.84,32,7,2.11,6.2,43.1,3.34,-3.16,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
522,-27.50219444,153.3706944,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/26/2017,20171126,2,3.5,299.57,297.32,296.1,290.84,304.48,2.77,6,-0.37,1.06,0,-3.098333333,4.77,8,6.84,32,7,6.07,6.2,43.1,3.34,-2.39,2.77,-8.88,4.75,-3.61,3,2.45,9,1,0,2.27,16.09,0.76
523,-27.5,153.37525,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/22/2016,20161122,1,5.5,299.42,296.56,296.1,290.84,304.48,2.77,6,-0.85,1.06,0,-3.098333333,4.77,21,6.84,32,7,2.11,6.2,43.1,3.34,-3.16,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76
524,-27.5,153.37525,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/15/2017,20171115,2,3,299.42,297.04,296.1,290.84,304.48,2.77,7,-0.26,1.06,0,-3.098333333,4.77,8,6.84,32,7,6.07,6.2,43.1,3.34,-2.68,2.77,-8.88,4.75,-3.61,3,2.45,9,1,0,2.27,16.09,0.76
525,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,4/28/2016,20160428,2,1,262.15,297.42,295.9966667,289.9266667,303.8666667,2.87,4,1.483333,333   0.98,0,-3.143333333,4.553333333,14,5.693333333,28,7,5.576666667,4.583333333,27.18,2.98,-2.3833333,33    2.87,-9.873333333,4.05,-3.8,0,2.126666667,8,1,0,1.9,13.09666667,0.616666667
526,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/19/2016,20161119,4,18.75,262.15,297.86,295.9966667,289.9266667,303.8666667,2.87,6,0.466666,667   0.98,0,-3.143333333,4.553333333,13.33333333,5.693333333,28,7,2.056666667,4.583333333,27.18,2.98,-1.9466666,67    2.87,-9.873333333,4.05,-3.8,0,2.126666667,8,1,0,1.9,13.09666667,0.616666667
527,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/21/2016,20161121,1,1.25,262.15,297.86,295.9966667,289.9266667,303.8666667,2.87,6,0.466666,667   0.98,0,-3.143333333,4.553333333,13.33333333,5.693333333,28,7,2.056666667,4.583333333,27.18,2.98,-1.9466666,67    2.87,-9.873333333,4.05,-3.8,0,2.126666667,8,1,0,1.9,13.09666667,0.616666667
528,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/15/2017,20171115,2,1.25,262.15,296.81,295.9966667,289.9266667,303.8666667,2.87,7,-0.45666,6667  0.98,0,-3.143333333,4.553333333,10.66666667,5.693333333,28,7,7.996666667,4.583333333,27.18,2.98,-2.9966666,67    2.87,-9.873333333,4.05,-3.8,2,2.126666667,8,1,0,1.9,13.09666667,0.616666667
529,-27.47202778,153.4099444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/26/2017,20171126,2,0.75,262.15,297.5833333,295.9966667,289.9266667,303.8666667,2.87,6,-0.10333,3333  0.98,0,-3.143333333,4.553333333,10,5.693333333,28,7,7.996666667,4.583333333,27.18,2.98,-2.22,2.87,-9.873333333,4.05,-3.8,2,2.126666667,8,1,0,1.9,13.09666667,0.616666667
530,-27.47013889,153.3491111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,4/28/2016,20160428,1,18.75,292.87,297.23,295.86,289.23,304.48,3.01,3,1.56,0.89,0,-3.193333333,4.55,14,4.84,23,6,6.76,3.34,18.23,2.33,-2.71,3.01,-10.71,4.53,-4.07,0,1.93,8,1,0,1.63,10.6,0.51
531,-27.47013889,153.3491111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/20/2016,20161120,2,1.25,299.65,298.46,295.86,289.23,304.48,3.01,6,1.01,0.89,0,-3.193333333,4.55,11,4.84,23,6,1.34,3.34,18.23,2.33,-1.48,3.01,-10.71,4.53,-4.07,0,1.93,8,1,0,1.63,10.6,0.51
532,-27.47013889,153.3491111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/25/2017,20171125,2,20,299.81,297.32,295.86,289.23,304.48,3.01,6,-0.44,0.89,0,-3.193333333,4.55,9,4.84,23,6,9.23,3.34,18.23,2.33,-2.62,3.01,-10.71,4.53,-4.07,0,1.93,8,1,0,1.63,10.6,0.51
533,-27.42455556,153.2278333,Pacific,Temperate Australasia,Australia,Queensland,Green Island,12/16/2017,20171216,3,7.75,299.82,299.38,295.77,289.29,305.77,3.09,6,0.52,0.96,0,-3.42,5.94,12,4.97,27,6,8.76,4.07,35.72,2.5,-0.45,3.09,-10.53,5.94,-4.05,6,2.07,8,1,0,2.02,15.07,0.61
534,-27.41908333,153.2416111,Pacific,Temperate Australasia,Australia,Queensland,Green Island,3/11/2017,20170311,2,37.5,295.93,299.52,295.82,289.23,305.77,3.1,5,0.59,0.98,0,-3.307777778,5.86,13,5.05,23,6,4.5,4.18,38.75,2.49,-0.4,3.1,-10.68,5.84,-4.09,2,1.81,7,1,3.22,1.81,13.94,0.6
536,-27.41822222,153.2350278,Pacific,Temperate Australasia,Australia,Queensland,Green Island,12/16/2017,20171216,3,37.5,299.91,299.38,295.82,289.23,305.77,3.1,6,0.48,0.98,0,-3.307777778,5.86,9,5.05,23,6,8.82,4.18,38.75,2.49,-0.53,3.1,-10.68,5.84,-4.09,2,1.81,7,1,0,1.81,13.94,0.6
537,-27.41430556,153.5261111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/09/2016,20161009,5,10,297.26,295.6,296.8,291.54,302.69,2.18,7,0.45,0.8,0,-3.56125,3.02,12,4.48,22,4,1.22,2.34,12.62,1.6,-4.08,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
539,-27.41430556,153.5261111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/10/2017,20170910,5,1.75,295.89,294.6,296.8,291.54,302.69,2.18,7,0.39,0.8,0,-3.56125,3.02,10,4.48,22,4,7.72,2.34,12.62,1.6,-5.08,2.18,-8.13,3,-2.87,2,1.38,5,0,0,1.05,7.27,0.33
540,-27.41419444,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/09/2016,20161009,5,9.25,297.26,295.6,296.8,291.54,302.69,2.18,7,0.45,0.8,0,-3.56125,3.02,12,4.48,22,4,1.22,2.34,12.62,1.6,-4.08,2.18,-8.13,3,-2.87,3,1.38,5,0,0,1.05,7.27,0.33
542,-27.41419444,153.5263889,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/10/2017,20170910,6,0,295.89,294.6,296.8,291.54,302.69,2.18,7,0.39,0.8,0,-3.56125,3.02,10,4.48,22,4,7.72,2.34,12.62,1.6,-5.08,2.18,-8.13,3,-2.87,2,1.38,5,0,0,1.05,7.27,0.33
544,-27.40069444,153.4373333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/17/2016,20160917,2,1.25,296.04,293.82,296.31,290.3,302.48,2.55,6,0.05,1.01,0,-3.274285714,3.9,16,4.89,24,8,7.09,3.28,17.93,2.88,-5.84,2.55,-9.35,2.81,-3.34,2,1.84,7,1,0,1.64,10.84,0.6
545,-27.40069444,153.4373333,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,11/25/2017,20171125,4,12.5,299.4,296.45,296.31,290.3,302.48,2.55,6,-0.93,1.01,0,-3.274285714,3.9,14,4.89,24,8,10.23,3.28,17.93,2.88,-3.21,2.55,-9.35,2.81,-3.34,2,1.84,7,1,0,1.64,10.84,0.6
546,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/08/2016,20161008,7,5.25,297.34,295.6,296.92,292.01,303.07,2.13,7,0.31,0.76,0,-3.3175,3.32,9,3.89,20,4,0,2.12,10.91,1.41,-4.15,2.13,-7.73,3.31,-2.82,1,1.41,6,1,0,1.08,7.99,0.33
548,-27.39666667,153.5569444,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/09/2017,20170909,9,0.5,296.01,295.63,296.92,292.01,303.07,2.13,7,1.24,0.76,0,-3.3175,3.32,8,3.89,20,4,5.62,2.12,10.91,1.41,-4.12,2.13,-7.73,3.31,-2.82,2,1.41,6,1,0,1.08,7.99,0.33
549,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,10/08/2016,20161008,5,12.5,297.34,295.6,296.92,292.01,303.07,2.13,7,0.31,0.76,0,-3.3175,3.32,9,3.89,20,4,0,2.12,10.91,1.41,-4.15,2.13,-7.73,3.31,-2.82,1,1.41,6,1,0,1.08,7.99,0.33
550,-27.39055556,153.5511111,Pacific,Temperate Australasia,Australia,Queensland,North Stradbroke Island,9/09/2017,20170909,6,0.75,296.01,295.63,296.92,292.01,303.07,2.13,7,1.24,0.76,0,-3.3175,3.32,8,3.89,20,4,5.62,2.12,10.91,1.41,-4.12,2.13,-7.73,3.31,-2.82,2,1.41,6,1,0,1.08,7.99,0.33
551,-27.34722222,153.2431667,Pacific,Temperate Australasia,Australia,Queensland,Mud Island,12/17/2017,20171217,2,5,299.84,299.37,295.78,289.24,302.89,3.1,6,0.59,0.91,0,-3.421111111,3.09,11,4.66,21,6,7.18,3.22,19.15,2.21,-0.47,3.1,-10.59,3.04,-4.05,4,2.01,8,1,0,1.79,15.82,0.58
552,-27.34483333,153.2387778,Pacific,Temperate Australasia,Australia,Queensland,Mud Island,12/17/2017,20171217,2,0.5,299.84,299.37,295.78,289.24,302.89,3.1,6,0.59,0.91,0,-3.421111111,3.09,11,4.66,21,6,7.18,3.22,19.15,2.21,-0.47,3.1,-10.59,3.04,-4.05,4,2.01,8,1,0,1.79,15.82,0.58
555,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,11/06/2016,20161106,10,0.75,298.54,297.13,296.8,291.83,301.66,2.15,7,0.69,0.71,0,-2.7,2.83,8,3.34,18,3,0,1.87,10.26,1.21,-2.53,2.15,-7.82,2,-2.85,2,1.1,4,0,0,0.77,5.35,0.23
556,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,11/06/2016,20161106,11,1,298.54,297.13,296.8,291.83,301.66,2.15,7,0.69,0.71,0,-2.7,2.83,8,3.34,18,3,0,1.87,10.26,1.21,-2.53,2.15,-7.82,2,-2.85,2,1.1,4,0,0,0.77,5.35,0.23
557,-26.97988889,153.4881667,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,12/20/2017,20171220,12,10,299.66,299.72,296.8,291.83,301.66,2.15,6,1.09,0.71,0,-2.7,2.83,18,3.34,18,3,10.26,1.87,10.26,1.21,0.06,2.15,-7.82,2,-2.85,2,1.1,4,0,0,0.77,5.35,0.23
558,-26.97769444,153.484,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,11/06/2016,20161106,10,0.25,298.54,297.13,296.8,291.83,301.66,2.15,7,0.69,0.71,0,-2.7,2.83,8,3.34,18,3,0,1.87,10.26,1.21,-2.53,2.15,-7.82,2,-2.85,2,1.1,4,0,0,0.77,5.35,0.23
560,-26.9775,153.4838889,Pacific,Temperate Australasia,Australia,Queensland,Moreton Island,11/06/2016,20161106,6,2.25,298.54,297.13,296.8,291.83,301.66,2.15,7,0.69,0.71,0,-2.7,2.83,8,3.34,18,3,0,1.87,10.26,1.21,-2.53,2.15,-7.82,2,-2.85,2,1.1,4,0,0,0.77,5.35,0.23
563,-26.80333333,153.1455556,Pacific,Temperate Australasia,Australia,Queensland,Kings Beach,1/22/2016,20160122,9,1.25,299.22,299.28,296.27,291.1,301.95,2.4,6,-0.01,0.72,0,-2.498333333,3.57,16,4.87,25,3,1.25,2.77,21.53,1.31,-0.21,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21
564,-26.80333333,153.1455556,Pacific,Temperate Australasia,Australia,Queensland,Kings Beach,12/03/2016,20161203,4,12.5,299.22,297.63,296.27,291.1,301.95,2.4,7,0.06,0.72,0,-2.498333333,3.57,15,4.87,25,3,0,2.77,21.53,1.31,-1.86,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21
565,-26.80333333,153.1455556,Pacific,Temperate Australasia,Australia,Queensland,Kings Beach,1/27/2017,20170127,10,0,299.03,299.85,296.27,291.1,301.95,2.4,6,0.47,0.72,0,-2.498333333,3.57,14,4.87,25,3,0,2.77,21.53,1.31,0.36,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21
566,-26.80333333,153.1455556,Pacific,Temperate Australasia,Australia,Queensland,Kings Beach,11/18/2017,20171118,8,6.5,298.84,296.81,296.27,291.1,301.95,2.4,6,0,0.72,0,-2.498333333,3.57,16,4.87,25,3,12.48,2.77,21.53,1.31,-2.68,2.4,-8.38,2.46,-3.21,0,1,3,0,0,0.71,4.17,0.21
568,-26.75166667,153.1578611,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,5/07/2016,20160507,9,0.5,294.02,297.8,296.33,291.17,301.66,2.38,4,1.31,0.7,0,-2.502222222,2.76,12,3.72,19,3,4.04,2.16,12.42,1.22,-1.76,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21
569,-26.75166667,153.1578611,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,5/07/2016,20160507,9,0.5,294.02,297.8,296.33,291.17,301.66,2.38,4,1.31,0.7,0,-2.502222222,2.76,12,3.72,19,3,4.04,2.16,12.42,1.22,-1.76,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21
570,-26.75166667,153.1578611,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,1/28/2017,20170128,9,0.75,299.09,300.04,296.33,291.17,301.66,2.38,6,0.6,0.7,0,-2.502222222,2.76,12,3.72,19,3,0,2.16,12.42,1.22,0.48,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21
571,-26.75166667,153.1578611,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,1/28/2017,20170128,9,0.25,299.09,300.04,296.33,291.17,301.66,2.38,6,0.6,0.7,0,-2.502222222,2.76,12,3.72,19,3,0,2.16,12.42,1.22,0.48,2.38,-8.38,2.09,-3.22,0,0.95,4,0,0,0.71,5.75,0.21
572,-26.645,153.1608056,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,11/12/2016,20161112,12,1,298.63,297,296.45,291.35,301.64,2.33,7,0.37,0.71,0,-2.732222222,2.53,13,3.58,15,3,0,2.15,12.54,1.3,-2.59,2.33,-8.23,2.04,-3.13,1,0.99,3,0,0,0.73,4.4,0.23
573,-26.645,153.1608056,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,11/13/2016,20161113,9,1,298.63,297,296.45,291.35,301.64,2.33,7,0.37,0.71,0,-2.732222222,2.53,13,3.58,15,3,0,2.15,12.54,1.3,-2.59,2.33,-8.23,2.04,-3.13,1,0.99,3,0,0,0.73,4.4,0.23
574,-26.645,153.1608056,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,1/27/2017,20170127,9,0,299.19,300.11,296.45,291.35,301.64,2.33,6,0.67,0.71,0,-2.732222222,2.53,12,3.58,15,3,1,2.15,12.54,1.3,0.52,2.33,-8.23,2.04,-3.13,1,0.99,3,0,0,0.73,4.4,0.23
575,-26.645,153.1608056,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,10/14/2017,20171014,10,0.5,297.42,296.45,296.45,291.35,301.64,2.33,9,1.24,0.71,0,-2.732222222,2.53,11,3.58,15,3,8.85,2.15,12.54,1.3,-3.14,2.33,-8.23,2.04,-3.13,0,0.99,3,0,0,0.73,4.4,0.23
576,-26.61502778,153.1129444,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,11/04/2016,20161104,10,1,298.29,297.05,296.41,291.25,302.35,2.34,7,0.78,0.74,0,-2.767777778,2.82,10,4.02,19,4,0,2.26,12.9,1.39,-2.5,2.34,-8.3,2.79,-3.13,1,1.06,4,0,0,0.85,5.67,0.26
577,-26.61502778,153.1129444,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,11/04/2016,20161104,12,0.75,298.29,297.05,296.41,291.25,302.35,2.34,7,0.78,0.74,0,-2.767777778,2.82,10,4.02,19,4,0,2.26,12.9,1.39,-2.5,2.34,-8.3,2.79,-3.13,1,1.06,4,0,0,0.85,5.67,0.26
578,-26.61502778,153.1129444,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,10/14/2017,20171014,9,0,297.39,295.36,296.41,291.25,302.35,2.34,9,0.17,0.74,0,-2.767777778,2.82,10,4.02,19,4,7.05,2.26,12.9,1.39,-4.19,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26
579,-26.61502778,153.1129444,Pacific,Temperate Australasia,Australia,Queensland,Sunshine Coast,11/18/2017,20171118,6,1,298.83,296.76,296.41,291.25,302.35,2.34,7,-0.07,0.74,0,-2.767777778,2.82,11,4.02,19,4,2.67,2.26,12.9,1.39,-2.79,2.34,-8.3,2.79,-3.13,0,1.06,4,0,0,0.85,5.67,0.26
